case_id,number_of_vehicles,striker_damage_area,victim_damage_area,striker_rotation,victim_rotation,striker_degrees,vicitm_degrees,striker_facing,victim_facing,striker_destination_lane,victim_destination_lane
1899075584241,1,Right Side,Not a motor vehicle,counterclockwise,default,default,default,southeast,initialdirection,default,default
2005002229001,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002229021,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005002229042,2,Front,Left Side,default,clockwise,default,default,north,east,default,default
2005002229062,1,Front,Not a motor vehicle,default,default,default,default,southerly,initialdirection,default,default
2005002229082,2,Front,Front,clockwise,default,default,default,southeasterly,southerly,default,default
2005002229102,2,Front,Back,default,default,default,default,southerly,southwesterly,default,default
2005002229122,1,Front,Not a motor vehicle,clockwise,default,default,default,west,initialdirection,default,default
2005002229143,2,Noncollision,Noncollision,default,clockwise,default,default,southwesterly,southwesterly,default,default
2005002229162,1,Front,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005002229182,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229202,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002229222,3,Front,Back,default,default,default,default,south,south,default,default
2005002229223,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229242,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002229262,2,Left Side,Front,default,default,default,default,southwest,north,default,default
2005002229282,2,Front,Front,clockwise,clockwise,default,default,north,south,default,default
2005002229303,2,Front,Front,default,default,default,default,north,south,default,default
2005002229304,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229322,2,Front,Back,default,default,default,default,north,north,default,default
2005002229342,8,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002229362,3,Front,Back,default,default,default,default,south,initialdirection,default,default
2005002229422,1,Right Side,Not a motor vehicle,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005002229442,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005002229462,2,Front,Front,default,default,default,default,west,east,default,default
2005002229482,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005002229483,2,Front,Front,default,default,default,default,west,initialdirection,default,default
2005002229503,2,Front,Back,default,default,default,default,westerly,initialdirection,default,default
2005002229523,1,Undercarriage,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229542,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005002229562,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229563,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002229582,1,Front,Not a motor vehicle,clockwise,default,default,default,westerly,initialdirection,default,default
2005002229602,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005002229623,1,Front,Not a motor vehicle,default,default,default,default,northwest,initialdirection,default,default
2005002229663,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002229703,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005002229723,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005002585041,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002585063,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005002585103,1,Front,Not a motor vehicle,clockwise,default,default,default,easterly,initialdirection,default,default
2005002585142,2,Back,Front,default,default,default,default,south,south,default,default
2005002585183,2,Back,Front,default,default,default,default,north,north,default,default
2005002585184,1,Front,Not a motor vehicle,clockwise,default,default,default,west,initialdirection,default,default
2005002585224,2,Left Side,Front,clockwise,default,default,default,northerly,northwesterly,default,default
2005002585263,2,Front,Front,clockwise,default,default,default,east,northerly,default,default
2005002585302,1,Front,Not a motor vehicle,clockwise,default,default,default,northerly,initialdirection,default,default
2005002585382,2,Front,Back,default,default,default,default,north,north,default,default
2005002585402,1,Front,Not a motor vehicle,clockwise,default,default,default,east,initialdirection,default,default
2005002585502,2,Front,Front,default,default,default,default,southeasterly,initialdirection,default,default
2005002585522,1,Front,Not a motor vehicle,default,default,default,default,westerly,initialdirection,default,default
2005002585564,2,Front,Left Side,default,default,default,default,east,initialdirection,default,default
2005002585603,1,Front,Not a motor vehicle,clockwise,default,default,default,west,initialdirection,default,default
2005002585643,2,Left Side,Front,clockwise,default,default,default,southeasterly,initialdirection,default,default
2005002585683,2,Front,Front,default,default,default,default,initialdirection,southerly,default,default
2005002585724,2,Right Side,Front,clockwise,default,default,default,west,west,default,default
2005002585743,1,Undercarriage,Not a motor vehicle,default,default,default,default,northerly,initialdirection,default,default
2005002585744,2,Front,Back,default,default,default,default,east,east,default,default
2005003498041,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005003498061,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498081,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498121,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005003498141,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498161,3,Front,Left Side,default,clockwise,default,default,initialdirection,initialdirection,default,default
2005003498181,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498221,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498261,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498281,3,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498282,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498321,3,Left Side,Front,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005003498361,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498381,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498401,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498421,2,Front,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005003498461,2,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498481,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003498482,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498483,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005003498484,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005003498501,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498502,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003498503,2,Left Side,Front,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005003498523,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005003588001,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005003588101,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003588201,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005003588241,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003588301,2,Left Side,Front,clockwise,default,default,default,northbound,initialdirection,default,default
2005003588341,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005003588441,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005004112001,2,Front,Left Side,default,default,default,90,east,east,default,default
2005004112021,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005004112061,2,Front,Left Side,default,default,default,default,south,initialdirection,default,default
2005004112081,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005004112101,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005004112121,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005004112141,1,Left Side,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005004112161,2,Back,Front,default,default,default,default,west,west,default,default
2005004112182,2,Left Side,Front,default,default,default,180,initialdirection,initialdirection,default,default
2005004112221,2,Front,Left Side,default,default,default,default,northeast,south,default,default
2005004112241,3,Front,Back,default,default,default,default,westbound,eastbound,default,default
2005004112242,1,Front,Not a motor vehicle,default,default,default,default,eastbound,initialdirection,default,default
2005004112261,2,Front,Left Side,default,default,default,default,northwest,northwest,default,default
2005004112281,1,Right Side,Not a motor vehicle,default,default,default,default,east,initialdirection,default,default
2005004112321,2,Front,Right Side,default,default,default,default,southwest,west,default,default
2005004112341,1,Right Side,Not a motor vehicle,default,default,default,default,southwest,initialdirection,default,default
2005004112381,1,Front,Not a motor vehicle,default,default,default,default,eastbound,initialdirection,default,default
2005004112382,2,Front,Back,default,default,default,default,southbound,southbound,default,default
2005004112401,1,Front,Not a motor vehicle,default,default,default,default,northwest,initialdirection,default,default
2005004112402,2,Front,Back,default,default,default,default,eastbound,northwest,default,default
2005004112441,1,Left Side,Not a motor vehicle,default,default,default,default,eastbound,initialdirection,default,default
2005004112481,2,Front,Front,default,default,default,default,northbound,northbound,default,default
2005004112501,4,Front,Back,default,default,default,default,northbound,northbound,default,default
2005004112521,2,Right Side,Front,default,default,default,default,west,northeast,default,default
2005004112541,2,Left Side,Front,clockwise,default,default,default,westbound,southbound,default,default
2005004112561,2,Front,Right Side,default,default,default,default,southeast,initialdirection,innerzone,innerzone
2005004112601,2,Front,Front,default,default,45,default,southwest,southwest,default,default
2005004112641,3,Front,Back,default,default,default,default,eastbound,eastbound,default,default
2005004112721,2,Front,Right Side,default,default,default,default,northeast,eastbound,default,default
2005004112741,2,Right Side,Front,default,default,default,default,southbound,initialdirection,default,default
2005004112761,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,eastbound,eastbound,default,default
2005004112781,1,Front,Not a motor vehicle,default,default,default,default,southwest,initialdirection,default,default
2005004112841,2,Right Side,Front,default,default,default,default,southbound,initialdirection,default,default
2005004112862,2,Front,Front,default,default,default,default,westbound,initialdirection,default,default
2005004112881,2,Undercarriage,Not a motor vehicle,default,default,default,default,northbound,northbound,default,default
2005004112901,2,Left Side,Front,default,default,default,default,westbound,westbound,default,default
2005004112921,2,Left Side,Front,default,default,default,default,northbound,initialdirection,default,default
2005004112942,1,Undercarriage,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005004112961,1,Front,Not a motor vehicle,default,default,default,default,northwest,initialdirection,default,default
2005004112981,1,Left Side,Not a motor vehicle,default,default,default,default,southbound,initialdirection,default,default
2005004113021,3,Front,Back,default,default,default,default,northbound,northbound,default,default
2005004113042,1,Front,Not a motor vehicle,default,default,default,default,northeast,initialdirection,default,default
2005004113102,3,Front,Back,default,default,default,default,westbound,northwest,default,default
2005004113122,2,Right Side,Front,default,default,default,default,initialdirection,northeast,default,default
2005004495041,2,Left Side,Front,default,default,default,default,westbound,westbound,default,default
2005004495183,1,Front,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005004495201,2,Left Side,Front,default,default,default,default,north,northwest,default,default
2005004495301,2,Front,Left Side,default,default,default,default,eastbound,initialdirection,default,default
2005004495361,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005004495421,2,Left Side,Front,default,default,default,default,eastbound,northwest,default,default
2005004495461,2,Front,Right Side,default,default,default,default,north,initialdirection,default,default
2005004495581,2,Left Side,Front,default,default,default,default,southwest,southwest,default,default
2005004495621,2,Front,Back,default,default,default,default,southbound,southbound,default,default
2005004495661,1,Front,Not a motor vehicle,default,default,default,default,westbound,initialdirection,default,default
2005004495681,2,Front,Right Side,default,default,default,default,northbound,initialdirection,default,default
2005004495701,1,Front,Not a motor vehicle,default,default,default,default,northbound,initialdirection,default,default
2005004495801,1,Front,Not a motor vehicle,default,default,default,default,southbound,initialdirection,default,default
2005004495821,2,Front,Back,default,default,default,default,eastbound,eastbound,default,default
2005004495842,3,Front,Left Side,default,default,default,default,westbound,southeast,default,default
2005004495861,2,Right Side,Left Side,clockwise,default,default,default,southeast,initialdirection,default,default
2005004495863,2,Left Side,Front,default,default,default,default,northbound,northbound,default,default
2005004495941,1,Front,Not a motor vehicle,default,default,default,default,southwest,initialdirection,default,default
2005004495943,3,Front,Right Side,default,default,default,default,eastbound,initialdirection,default,default
2005004496001,1,Front,Not a motor vehicle,default,default,default,default,northwest,initialdirection,default,default
2005004496041,2,Front,Back,default,default,default,default,westbound,westbound,innerzone,innerzone
2005004496062,2,Front,Front,default,default,default,default,southbound,southbound,default,default
2005004496082,3,Right Side,Left Side,default,default,default,default,westbound,initialdirection,default,default
2005005289041,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005289081,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005289101,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005289102,2,Front,Front,clockwise,clockwise,default,default,initialdirection,initialdirection,default,default
2005005289122,3,Right Side,Front,counterclockwise,default,180,default,initialdirection,initialdirection,default,default
2005005289123,2,Front,Back,default,clockwise,default,90,initialdirection,initialdirection,default,default
2005005289162,2,Left Side,Front,counterclockwise,default,default,default,initialdirection,initialdirection,default,default
2005005289182,2,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289222,2,Right Side,Front,clockwise,clockwise,180,180,initialdirection,initialdirection,default,default
2005005289302,3,Front,Left Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289362,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005289403,4,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289443,2,Front,Left Side,clockwise,default,90,default,initialdirection,initialdirection,default,default
2005005289462,2,Front,Left Side,clockwise,default,90,default,initialdirection,initialdirection,innerzone,innerzone
2005005289522,3,Front,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289542,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005289602,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005289642,2,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289662,2,Left Side,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005289682,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005289702,2,Front,Left Side,counterclockwise,clockwise,90,360,initialdirection,initialdirection,default,default
2005005289722,1,Undercarriage,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005289742,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005289762,3,Right Side,Front,clockwise,default,270,default,initialdirection,initialdirection,innerzone,innerzone
2005005289782,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005289802,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005005289822,2,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289842,2,Right Side,Front,clockwise,clockwise,180,45,initialdirection,initialdirection,innerzone,innerzone
2005005289843,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005289862,2,Front,Right Side,default,clockwise,default,90,initialdirection,initialdirection,innerzone,innerzone
2005005447001,1,Undercarriage,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447002,2,Right Side,Left Side,clockwise,clockwise,45,90,initialdirection,initialdirection,innerzone,innerzone
2005005447003,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447004,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005447021,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447042,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005447061,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447062,2,Left Side,Not a motor vehicle,clockwise,clockwise,default,default,south,initialdirection,default,default
2005005447142,5,Front,Right Side,default,clockwise,default,default,initialdirection,initialdirection,default,default
2005005447163,3,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005447202,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005005447203,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005447242,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447262,2,Left Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005447282,2,Front,Not a motor vehicle,default,clockwise,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005447322,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005447342,3,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005005447382,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005447402,4,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005005447422,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005005447442,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005005447482,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005005447483,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005447502,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447562,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005005447582,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005005447622,1,Back,Not a motor vehicle,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005006445002,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445022,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006445042,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445063,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445064,2,Front,Left Side,default,default,default,default,initialdirection,southbound,default,default
2005006445082,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445084,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445102,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445162,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005006445202,3,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006445222,2,Front,Left Side,default,clockwise,default,default,initialdirection,east,default,default
2005006445243,2,Front,Left Side,default,default,default,default,south,initialdirection,default,default
2005006445244,2,Front,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005006445262,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005006445282,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006445302,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006445342,4,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006445582,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006589001,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006589003,3,Front,Right Side,default,default,default,default,initialdirection,southbound,default,default
2005006589004,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005006589083,2,Front,Left Side,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005006589122,3,Left Side,Not a motor vehicle,default,clockwise,default,default,initialdirection,eastward,default,default
2005006589142,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006589182,2,Left Side,Right Side,default,default,default,default,eastbound,initialdirection,default,default
2005006589242,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006589322,2,Front,Right Side,clockwise,default,45,default,initialdirection,initialdirection,innerzone,innerzone
2005006589362,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006589382,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006589402,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006589422,3,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006589442,2,Front,Front,clockwise,clockwise,default,default,north,initialdirection,default,default
2005006589462,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005006589482,3,Left Side,Not a motor vehicle,clockwise,clockwise,default,default,initialdirection,eastward,default,default
2005006589502,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005006589522,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005006589542,1,Front,Not a motor vehicle,default,default,default,default,south,initialdirection,innerzone,innerzone
2005006589543,1,Front,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005006589562,2,Undercarriage,Not a motor vehicle,clockwise,default,default,default,south,initialdirection,innerzone,innerzone
2005006589602,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005006589622,1,Front,Not a motor vehicle,counterclockwise,default,180,default,south,initialdirection,default,default
2005006589623,2,Front,Left Side,clockwise,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005006589624,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005006589643,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005008450141,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008450201,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008450202,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008450242,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005008450282,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008450323,2,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008450342,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008450362,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008450462,1,Undercarriage,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008450543,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008500602,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008500603,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586001,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586021,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586041,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586061,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005008586062,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008586081,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008586101,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008586121,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008586161,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586181,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586222,2,Left Side,Right Side,default,default,default,default,west,north,default,default
2005008586262,3,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586302,1,Back,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005008586382,2,Front,Right Side,clockwise,clockwise,default,default,initialdirection,initialdirection,default,default
2005008586402,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586422,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586442,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008586463,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008586482,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005008586502,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008586522,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586542,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005008586562,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005008586582,2,Front,Left Side,default,clockwise,default,90,initialdirection,initialdirection,default,default
2005009276021,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276022,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009276082,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276101,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276121,4,Right Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005009276181,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005009276221,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276241,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276262,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276321,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005009276341,2,Right Side,Front,clockwise,default,default,default,south,initialdirection,innerzone,innerzone
2005009276361,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276421,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009276441,2,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009276541,1,Unknown,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005009276562,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005009276622,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005009276641,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,initialdirection,initialdirection,default,default
2005009276643,2,Front,Front,default,default,default,default,initialdirection,south,default,default
2005009276664,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005009276704,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005009276724,2,Unknown,Unknown,default,default,default,default,initialdirection,initialdirection,default,default
2005009276767,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005009276785,2,Left Side,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009501001,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005009501041,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005009501061,1,Front,Not a motor vehicle,clockwise,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005009501081,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009501141,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009501162,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009501201,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005009501261,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005009501281,1,Unknown,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005009501301,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005009501381,2,Unknown,Unknown,default,default,default,default,initialdirection,initialdirection,default,default
2005009501401,1,Unknown,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005009501461,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005009501501,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,initialdirection,initialdirection,default,default
2005009501521,2,Left Side,Front,clockwise,default,30,default,initialdirection,initialdirection,default,default
2005009501561,2,Front,Front,clockwise,counterclockwise,default,10,initialdirection,initialdirection,innerzone,innerzone
2005009501581,2,Right Side,Left Side,clockwise,default,40,default,initialdirection,initialdirection,innerzone,innerzone
